Name;BlockType;Number;Adress;InstanceOfName;Path;
TIR513;DB;1713;DB1713;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR512;DB;1712;DB1712;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR511;DB;1711;DB1711;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR510;DB;1710;DB1710;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR509;DB;1709;DB1709;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR508;DB;1708;DB1708;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR507;DB;1707;DB1707;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR506;DB;1706;DB1706;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR505;DB;1705;DB1705;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR504;DB;1704;DB1704;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR503;DB;1703;DB1703;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR502;DB;1702;DB1702;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR514;DB;1714;DB1714;AI_FB;ANALOG_IN\C500\1.TIR\;
TIR501;DB;1701;DB1701;AI_FB;ANALOG_IN\C500\1.TIR\;
C500_AI_SET_TIR;DB;1700;DB1700;;ANALOG_IN\C500\1.TIR\;
C500_CTRL_AI_TIR;FC;311;FC311;;ANALOG_IN\C500\1.TIR\;
TIR514-1;DB;1729;DB1729;AI_FB;ANALOG_IN\C500\1.TIR\;
C500_AI_SET_PIR;DB;1800;DB1800;;ANALOG_IN\C500\2.PIR\;
C500_CTRL_AI_PIR;FC;312;FC312;;ANALOG_IN\C500\2.PIR\;
PIR501;DB;1801;DB1801;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR502;DB;1802;DB1802;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR503;DB;1803;DB1803;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR504;DB;1804;DB1804;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR505;DB;1805;DB1805;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR506;DB;1806;DB1806;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR507;DB;1807;DB1807;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR508;DB;1808;DB1808;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR509;DB;1809;DB1809;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR510;DB;1810;DB1810;AI_FB;ANALOG_IN\C500\2.PIR\;
PIR511;DB;1811;DB1811;AI_FB;ANALOG_IN\C500\2.PIR\;
C500_AI_SET_LIR;DB;1900;DB1900;;ANALOG_IN\C500\3.LIR\;
C500_CTRL_AI_LIR;FC;313;FC313;;ANALOG_IN\C500\3.LIR\;
LIR501;DB;1901;DB1901;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR502;DB;1902;DB1902;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR503;DB;1903;DB1903;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR504;DB;1904;DB1904;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR505;DB;1905;DB1905;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR506;DB;1906;DB1906;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR507;DB;1907;DB1907;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR508;DB;1908;DB1908;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR509;DB;1909;DB1909;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR510;DB;1910;DB1910;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR511;DB;1911;DB1911;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR512;DB;1912;DB1912;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR513;DB;1913;DB1913;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR514;DB;1914;DB1914;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR515;DB;1915;DB1915;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR516;DB;1916;DB1916;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR517;DB;1917;DB1917;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR518;DB;1918;DB1918;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR519;DB;1919;DB1919;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR520;DB;1920;DB1920;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR521;DB;1921;DB1921;AI_FB;ANALOG_IN\C500\3.LIR\;
LIR522;DB;1922;DB1922;AI_FB;ANALOG_IN\C500\3.LIR\;
C500_AI_SET_FIR;DB;2000;DB2000;;ANALOG_IN\C500\4.FIR\;
C500_CTRL_AI_FIR;FC;314;FC314;;ANALOG_IN\C500\4.FIR\;
FIR501;DB;2001;DB2001;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR502;DB;2002;DB2002;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR503;DB;2003;DB2003;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR504;DB;2004;DB2004;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR505;DB;2005;DB2005;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR506;DB;2006;DB2006;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR507;DB;2007;DB2007;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR508;DB;2008;DB2008;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR509;DB;2009;DB2009;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR510;DB;2010;DB2010;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR511;DB;2011;DB2011;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR512;DB;2012;DB2012;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR513;DB;2013;DB2013;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR514;DB;2014;DB2014;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR515;DB;2015;DB2015;AI_FB;ANALOG_IN\C500\4.FIR\;
FIR516;DB;2016;DB2016;AI_FB;ANALOG_IN\C500\4.FIR\;
TIR727;DB;1327;DB1327;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR726;DB;1326;DB1326;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR725;DB;1325;DB1325;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR724;DB;1324;DB1324;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR723;DB;1323;DB1323;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR722;DB;1322;DB1322;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR721;DB;1321;DB1321;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR720;DB;1320;DB1320;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR719;DB;1319;DB1319;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR718;DB;1318;DB1318;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR717;DB;1317;DB1317;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR716;DB;1316;DB1316;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR728;DB;1328;DB1328;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR715;DB;1315;DB1315;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR713;DB;1313;DB1313;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR712;DB;1312;DB1312;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR711;DB;1311;DB1311;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR710;DB;1310;DB1310;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR709;DB;1309;DB1309;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR708;DB;1308;DB1308;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR707;DB;1307;DB1307;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR706;DB;1306;DB1306;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR705;DB;1305;DB1305;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR704;DB;1304;DB1304;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR703;DB;1303;DB1303;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR702;DB;1302;DB1302;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR714;DB;1314;DB1314;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR729;DB;1329;DB1329;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR701;DB;1301;DB1301;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR730;DB;1330;DB1330;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR731;DB;1331;DB1331;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR732;DB;1332;DB1332;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR733;DB;1333;DB1333;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR734;DB;1334;DB1334;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR735;DB;1335;DB1335;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR736;DB;1336;DB1336;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR737;DB;1337;DB1337;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR738;DB;1338;DB1338;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR739;DB;1339;DB1339;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR740;DB;1340;DB1340;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR741;DB;1341;DB1341;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR742;DB;1342;DB1342;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR743;DB;1343;DB1343;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR744;DB;1344;DB1344;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR745;DB;1345;DB1345;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR746;DB;1346;DB1346;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR747;DB;1347;DB1347;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR748;DB;1348;DB1348;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR749;DB;1349;DB1349;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR750;DB;1350;DB1350;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR751;DB;1351;DB1351;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR752;DB;1352;DB1352;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR753;DB;1353;DB1353;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR754;DB;1354;DB1354;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR755;DB;1355;DB1355;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR756;DB;1356;DB1356;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR757;DB;1357;DB1357;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR758;DB;1358;DB1358;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR759;DB;1359;DB1359;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR760;DB;1360;DB1360;AI_FB;ANALOG_IN\C700\1.TIR\;
C700_AI_SET_TIR;DB;1300;DB1300;;ANALOG_IN\C700\1.TIR\;
C700_CTRL_AI_TIR;FC;307;FC307;;ANALOG_IN\C700\1.TIR\;
TIR761;DB;1361;DB1361;AI_FB;ANALOG_IN\C700\1.TIR\;
TIR762;DB;1362;DB1362;AI_FB;ANALOG_IN\C700\1.TIR\;
C700_AI_SET_PIR;DB;1400;DB1400;;ANALOG_IN\C700\2.PIR\;
C700_CTRL_AI_PIR;FC;308;FC308;;ANALOG_IN\C700\2.PIR\;
PIR701;DB;1401;DB1401;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR702;DB;1402;DB1402;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR703;DB;1403;DB1403;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR704;DB;1404;DB1404;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR705;DB;1405;DB1405;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR706;DB;1406;DB1406;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR707;DB;1407;DB1407;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR708;DB;1408;DB1408;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR709;DB;1409;DB1409;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR710;DB;1410;DB1410;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR711;DB;1411;DB1411;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR712;DB;1412;DB1412;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR713;DB;1413;DB1413;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR714;DB;1414;DB1414;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR715;DB;1415;DB1415;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR716;DB;1416;DB1416;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR717;DB;1417;DB1417;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR718;DB;1418;DB1418;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR719;DB;1419;DB1419;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR720;DB;1420;DB1420;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR721;DB;1421;DB1421;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR722;DB;1422;DB1422;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR723;DB;1423;DB1423;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR724;DB;1424;DB1424;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR725;DB;1425;DB1425;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR726;DB;1426;DB1426;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR727;DB;1427;DB1427;AI_FB;ANALOG_IN\C700\2.PIR\;
PIR728;DB;1428;DB1428;AI_FB;ANALOG_IN\C700\2.PIR\;
C700_AI_SET_LIR;DB;1500;DB1500;;ANALOG_IN\C700\3.LIR\;
C700_CTRL_AI_LIR;FC;309;FC309;;ANALOG_IN\C700\3.LIR\;
LIR701;DB;1501;DB1501;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR702;DB;1502;DB1502;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR703;DB;1503;DB1503;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR704;DB;1504;DB1504;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR705;DB;1505;DB1505;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR706;DB;1506;DB1506;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR707;DB;1507;DB1507;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR708;DB;1508;DB1508;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR709;DB;1509;DB1509;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR710;DB;1510;DB1510;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR711;DB;1511;DB1511;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR712;DB;1512;DB1512;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR713;DB;1513;DB1513;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR714;DB;1514;DB1514;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR715;DB;1515;DB1515;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR716;DB;1516;DB1516;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR717;DB;1517;DB1517;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR718;DB;1518;DB1518;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR719;DB;1519;DB1519;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR720;DB;1520;DB1520;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR721;DB;1521;DB1521;AI_FB;ANALOG_IN\C700\3.LIR\;
LIR722;DB;1522;DB1522;AI_FB;ANALOG_IN\C700\3.LIR\;
C700_AI_SET_FIR;DB;1600;DB1600;;ANALOG_IN\C700\4.FIR\;
C700_CTRL_AI_FIR;FC;310;FC310;;ANALOG_IN\C700\4.FIR\;
FIR701;DB;1601;DB1601;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR702;DB;1602;DB1602;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR703;DB;1603;DB1603;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR704;DB;1604;DB1604;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR705;DB;1605;DB1605;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR706;DB;1606;DB1606;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR707;DB;1607;DB1607;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR708;DB;1608;DB1608;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR709;DB;1609;DB1609;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR710;DB;1610;DB1610;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR711;DB;1611;DB1611;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR712;DB;1612;DB1612;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR713;DB;1613;DB1613;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR714;DB;1614;DB1614;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR715;DB;1615;DB1615;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR716;DB;1616;DB1616;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR717;DB;1617;DB1617;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR718;DB;1618;DB1618;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR719;DB;1619;DB1619;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR720;DB;1620;DB1620;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR721;DB;1621;DB1621;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR722;DB;1622;DB1622;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR723;DB;1623;DB1623;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR724;DB;1624;DB1624;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR725;DB;1625;DB1625;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR726;DB;1626;DB1626;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR727;DB;1627;DB1627;AI_FB;ANALOG_IN\C700\4.FIR\;
FIR728;DB;1628;DB1628;AI_FB;ANALOG_IN\C700\4.FIR\;
TIR927;DB;2127;DB2127;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR926;DB;2126;DB2126;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR925;DB;2125;DB2125;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR924;DB;2124;DB2124;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR923;DB;2123;DB2123;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR922;DB;2122;DB2122;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR921;DB;2121;DB2121;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR920;DB;2120;DB2120;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR919;DB;2119;DB2119;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR918;DB;2118;DB2118;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR917;DB;2117;DB2117;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR916;DB;2116;DB2116;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR928;DB;2128;DB2128;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR915;DB;2115;DB2115;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR913;DB;2113;DB2113;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR912;DB;2112;DB2112;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR911;DB;2111;DB2111;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR910;DB;2110;DB2110;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR909;DB;2109;DB2109;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR908;DB;2108;DB2108;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR907;DB;2107;DB2107;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR906;DB;2106;DB2106;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR905;DB;2105;DB2105;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR904;DB;2104;DB2104;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR903;DB;2103;DB2103;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR902;DB;2102;DB2102;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR914;DB;2114;DB2114;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR929;DB;2129;DB2129;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR901;DB;2101;DB2101;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR930;DB;2130;DB2130;AI_FB;ANALOG_IN\C900\1.TIR\;
TIR931;DB;2131;DB2131;AI_FB;ANALOG_IN\C900\1.TIR\;
C900_AI_SET_TIR;DB;2100;DB2100;;ANALOG_IN\C900\1.TIR\;
C900_CTRL_AI_TIR;FC;315;FC315;;ANALOG_IN\C900\1.TIR\;
C900_AI_SET_PIR;DB;2200;DB2200;;ANALOG_IN\C900\2.PIR\;
C900_CTRL_AI_PIR;FC;316;FC316;;ANALOG_IN\C900\2.PIR\;
PIR901;DB;2201;DB2201;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR902;DB;2202;DB2202;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR903;DB;2203;DB2203;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR904;DB;2204;DB2204;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR905;DB;2205;DB2205;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR906;DB;2206;DB2206;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR907;DB;2207;DB2207;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR908;DB;2208;DB2208;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR909;DB;2209;DB2209;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR910;DB;2210;DB2210;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR911;DB;2211;DB2211;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR912;DB;2212;DB2212;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR913;DB;2213;DB2213;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR914;DB;2214;DB2214;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR915;DB;2215;DB2215;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR916;DB;2216;DB2216;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR917;DB;2217;DB2217;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR918;DB;2218;DB2218;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR919;DB;2219;DB2219;AI_FB;ANALOG_IN\C900\2.PIR\;
PIR920;DB;2220;DB2220;AI_FB;ANALOG_IN\C900\2.PIR\;
C900_AI_SET_LIR;DB;2300;DB2300;;ANALOG_IN\C900\3.LIR\;
C900_CTRL_AI_LIR;FC;317;FC317;;ANALOG_IN\C900\3.LIR\;
LIR901;DB;2302;DB2302;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR902;DB;2303;DB2303;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR903;DB;2304;DB2304;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR904;DB;2305;DB2305;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR905;DB;2306;DB2306;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR906;DB;2307;DB2307;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR907;DB;2308;DB2308;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR908;DB;2309;DB2309;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR909;DB;2310;DB2310;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR910;DB;2311;DB2311;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR911;DB;2312;DB2312;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR912;DB;2313;DB2313;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR913;DB;2314;DB2314;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR914;DB;2315;DB2315;AI_FB;ANALOG_IN\C900\3.LIR\;
LIR900;DB;2301;DB2301;AI_FB;ANALOG_IN\C900\3.LIR\;
C900_AI_SET_FIR;DB;2400;DB2400;;ANALOG_IN\C900\4.FIR\;
C900_CTRL_AI_FIR;FC;318;FC318;;ANALOG_IN\C900\4.FIR\;
FIR901;DB;2401;DB2401;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR902;DB;2402;DB2402;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR903;DB;2403;DB2403;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR904;DB;2404;DB2404;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR905;DB;2405;DB2405;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR906;DB;2406;DB2406;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR907;DB;2407;DB2407;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR908;DB;2408;DB2408;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR909;DB;2409;DB2409;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR910;DB;2410;DB2410;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR911;DB;2411;DB2411;AI_FB;ANALOG_IN\C900\4.FIR\;
FIR912;DB;2412;DB2412;AI_FB;ANALOG_IN\C900\4.FIR\;
C600_CTRL_CMD;FB;60;FB60;;CMD\C600\;
C600_CMD;DB;60;DB60;C600_CTRL_CMD;CMD\C600\;
C700_CTRL_CMD;FB;61;FB61;;CMD\C700\;
C700_CMD;DB;61;DB61;C700_CTRL_CMD;CMD\C700\;
C500_CTRL_CMD;FB;62;FB62;;CMD\C500\;
C500_CMD;DB;62;DB62;C500_CTRL_CMD;CMD\C500\;
C900_CTRL_CMD;FB;63;FB63;;CMD\C900\;
C900_CMD;DB;63;DB63;C900_CTRL_CMD;CMD\C900\;
AO_FB;FB;800;FB800;;REGULATION\;
AO_VLV_FB;FB;801;FB801;;REGULATION\;
MOVE_PID_SET;FC;801;FC801;;REGULATION\;
REG_1PID;FC;805;FC805;;REGULATION\;
REG_2VLV_1PID;FC;807;FC807;;REGULATION\;
AO_FC;FC;803;FC803;;REGULATION\;
CTRL_REG_C600;FC;800;FC800;;REGULATION\C600\;
C600_AO_SET;DB;800;DB800;;REGULATION\C600\;
C600_PID_SET;DB;700;DB700;;REGULATION\C600\;
C600_REGULATION;DB;80;DB80;;REGULATION\C600\;
AO_Erros;DB;4;DB4;;REGULATION\C600\;
TV617;DB;801;DB801;AO_VLV_FB;REGULATION\C600\1. VALVE\;
TV632;DB;802;DB802;AO_VLV_FB;REGULATION\C600\1. VALVE\;
TV640-1;DB;803;DB803;AO_VLV_FB;REGULATION\C600\1. VALVE\;
TV640-2;DB;804;DB804;AO_VLV_FB;REGULATION\C600\1. VALVE\;
TV642-1;DB;805;DB805;AO_VLV_FB;REGULATION\C600\1. VALVE\;
TV642-2;DB;806;DB806;AO_VLV_FB;REGULATION\C600\1. VALVE\;
PV602-1;DB;807;DB807;AO_VLV_FB;REGULATION\C600\1. VALVE\;
PV602-2;DB;808;DB808;AO_VLV_FB;REGULATION\C600\1. VALVE\;
PV603;DB;809;DB809;AO_VLV_FB;REGULATION\C600\1. VALVE\;
PV604;DB;810;DB810;AO_VLV_FB;REGULATION\C600\1. VALVE\;
PV609-1;DB;811;DB811;AO_VLV_FB;REGULATION\C600\1. VALVE\;
